"","Strain Name","Virus Type","Subtype/Genotype (ViPR)","Subtype/Genotype (GenBank)","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","Continent","Continent_Region"
"981","1040/17 IV","Yellow fever virus",NA,"-N/A-","ON022389","10172","-N/A-","04/12/2017","Unknown","Cebidae","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"982","3541","Yellow fever virus",NA,"-N/A-","ON022291","10172","-N/A-","05/28/2018","Mosquito","Haemagogus leucocelaenus","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"983","PNH3896","Yellow fever virus",NA,"-N/A-","ON022595","10172","-N/A-","05/03/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"984","3211","Yellow fever virus",NA,"-N/A-","ON022338","10172","-N/A-","01/21/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"985","1542/2018","Yellow fever virus",NA,"-N/A-","ON022437","10172","-N/A-","02/05/2018","Monkey","Callithrix","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"986","ARB1036","Yellow fever virus",NA,"-N/A-","ON022744","10172","-N/A-","01/23/2018","Human","Homo sapiens","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"987","PNH1227","Yellow fever virus",NA,"-N/A-","ON022643","10172","-N/A-","04/25/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"988","0921/2018","Yellow fever virus",NA,"-N/A-","ON022508","9884","-N/A-","01/25/2018","Human","Homo sapiens","Brazil","genomic RNA",9884,0.9884,">90%","South America","Brazil"
"989","3214","Yellow fever virus",NA,"-N/A-","ON022339","10172","-N/A-","02/19/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"990","3953/2018","Yellow fever virus",NA,"-N/A-","ON022438","10172","-N/A-","03/20/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"991","PNH2547","Yellow fever virus",NA,"-N/A-","ON022644","10172","-N/A-","10/27/2017","Monkey","Callithrix","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"992","ARB1042","Yellow fever virus",NA,"-N/A-","ON022745","10172","-N/A-","01/24/2018","Human","Homo sapiens","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"993","1577/2018","Yellow fever virus",NA,"-N/A-","ON022509","10172","-N/A-","02/05/2018","Human","Homo sapiens","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"994","3216","Yellow fever virus",NA,"-N/A-","ON022340","10172","-N/A-","02/15/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"995","4884/2017","Yellow fever virus",NA,"-N/A-","ON022439","10172","-N/A-","04/20/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"996","PNH2550","Yellow fever virus",NA,"-N/A-","ON022645","10172","-N/A-","10/25/2017","Unknown","Cebus","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"997","2866","Yellow fever virus",NA,"-N/A-","ON022341","10172","-N/A-","01/02/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"998","ARB1051","Yellow fever virus",NA,"-N/A-","ON022746","10172","-N/A-","2018","Human","Homo sapiens","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"999","1532/2017","Yellow fever virus",NA,"-N/A-","ON022510","10172","-N/A-","03/02/2017","Human","Homo sapiens","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1000","1544/2018","Yellow fever virus",NA,"-N/A-","ON022440","10172","-N/A-","02/05/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1001","PNH1230","Yellow fever virus",NA,"-N/A-","ON022646","10172","-N/A-","04/25/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1002","3199","Yellow fever virus",NA,"-N/A-","ON022342","10172","-N/A-","01/30/2018","Monkey","Callithrix","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1003","2555/2018","Yellow fever virus",NA,"-N/A-","ON022511","10172","-N/A-","02/22/2018","Human","Homo sapiens","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1004","4789/2018","Yellow fever virus",NA,"-N/A-","ON022441","10172","-N/A-","04/09/2018","Unknown","Callicebus","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1005","PNH1235","Yellow fever virus",NA,"-N/A-","ON022647","10172","-N/A-","04/20/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1006","2551/2018","Yellow fever virus",NA,"-N/A-","ON022512","9884","-N/A-","02/20/2018","Human","Homo sapiens","Brazil","genomic RNA",9884,0.9884,">90%","South America","Brazil"
"1007","5509/2018","Yellow fever virus",NA,"-N/A-","ON022442","10172","-N/A-","04/17/2018","Monkey","Callithrix","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1008","PNH2030","Yellow fever virus",NA,"-N/A-","ON022648","10172","-N/A-","09/20/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1009","2151/2018","Yellow fever virus",NA,"-N/A-","ON022513","9884","-N/A-","02/11/2018","Human","Homo sapiens","Brazil","genomic RNA",9884,0.9884,">90%","South America","Brazil"
"1010","5597/2017","Yellow fever virus",NA,"-N/A-","ON022443","10172","-N/A-","05/19/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1011","PNH2301","Yellow fever virus",NA,"-N/A-","ON022649","10172","-N/A-","09/25/2017","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1012","0620/2018","Yellow fever virus",NA,"-N/A-","ON022514","10172","-N/A-","01/24/2018","Human","Homo sapiens","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1013","2142/2017","Yellow fever virus",NA,"-N/A-","ON022444","10172","-N/A-","03/20/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1014","CP34","Yellow fever virus",NA,"-N/A-","ON022564","10172","-N/A-","-N/A-","Human","Homo sapiens","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1015","PNH96","Yellow fever virus","West Africa Genotype II","-N/A-","ON022700","10172","-N/A-","11/17/2016","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1016","PNH2803","Yellow fever virus",NA,"-N/A-","ON022565","10172","-N/A-","01/02/2018","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1017","PNH102","Yellow fever virus",NA,"-N/A-","ON022701","10172","-N/A-","11/17/2016","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1018","PNH2772","Yellow fever virus",NA,"-N/A-","ON022566","10172","-N/A-","12/21/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1019","PNH65","Yellow fever virus",NA,"-N/A-","ON022702","10172","-N/A-","11/07/2016","Unknown","Sapajus","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1020","PNH2773","Yellow fever virus",NA,"-N/A-","ON022567","10172","-N/A-","12/21/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1021","0954/17 IV","Yellow fever virus",NA,"-N/A-","ON022390","10172","-N/A-","04/06/2017","Black Howler","Alouatta caraya","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1022","3551","Yellow fever virus",NA,"-N/A-","ON022292","10172","-N/A-","03/20/2018","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1023","PNH1296","Yellow fever virus",NA,"-N/A-","ON022596","10172","-N/A-","04/29/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1024","2009/17 IV","Yellow fever virus",NA,"-N/A-","ON022391","10172","-N/A-","11/25/2017","Monkey","Alouatta guariba clamitans","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1025","3530","Yellow fever virus",NA,"-N/A-","ON022293","10172","-N/A-","05/28/2018","Mosquito","Haemagogus leucocelaenus","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1026","PNH3349","Yellow fever virus",NA,"-N/A-","ON022597","10172","-N/A-","01/16/2018","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1027","0314/18 IV","Yellow fever virus",NA,"-N/A-","ON022392","10172","-N/A-","01/29/2018","Monkey","Callithrix","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1028","4301/2017","Yellow fever virus",NA,"-N/A-","ON022463","10172","-N/A-","04/17/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1029","3521","Yellow fever virus",NA,"-N/A-","ON022294","10172","-N/A-","05/28/2018","Mosquito","Haemagogus leucocelaenus","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1030","PNH3350","Yellow fever virus",NA,"-N/A-","ON022598","10172","-N/A-","01/17/2018","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1031","2033/17 IV","Yellow fever virus",NA,"-N/A-","ON022393","10172","-N/A-","12/05/2017","Monkey","Callithrix penicillata","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1032","0440/2017","Yellow fever virus",NA,"-N/A-","ON022464","10172","-N/A-","01/26/2017","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1033","2377","Yellow fever virus",NA,"-N/A-","ON022295","10172","-N/A-","04/23/2018","Mosquito","Haemagogus leucocelaenus","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1034","PNH3299","Yellow fever virus",NA,"-N/A-","ON022599","10172","-N/A-","02/20/2018","Unknown","Cebus","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1035","0884/18 IV","Yellow fever virus",NA,"-N/A-","ON022394","10172","-N/A-","04/06/2018","Monkey","Callithrix penicillata","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1036","4584/2018","Yellow fever virus",NA,"-N/A-","ON022465","10172","-N/A-","04/03/2018","Monkey","Callithrix","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1037","3255","Yellow fever virus",NA,"-N/A-","ON022296","10172","-N/A-","03/02/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1038","PNH152","Yellow fever virus",NA,"-N/A-","ON022600","10172","-N/A-","12/13/2016","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1039","0817/17 IV","Yellow fever virus",NA,"-N/A-","ON022395","10156","-N/A-","03/24/2017","Monkey","Alouatta guariba clamitans","Brazil","genomic RNA",10156,1.0156,">90%","South America","Brazil"
"1040","5599/2017","Yellow fever virus",NA,"-N/A-","ON022466","10172","-N/A-","05/19/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1041","PNH69","Yellow fever virus",NA,"-N/A-","ON022703","10172","-N/A-","11/04/2016","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1042","PNH2777","Yellow fever virus",NA,"-N/A-","ON022568","10172","-N/A-","12/28/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1043","PNH2806","Yellow fever virus",NA,"-N/A-","ON022569","10172","-N/A-","01/06/2018","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1044","PNH2792","Yellow fever virus",NA,"-N/A-","ON022570","10172","-N/A-","12/19/2017","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1045","PNH2795","Yellow fever virus",NA,"-N/A-","ON022571","10172","-N/A-","12/20/2017","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1046","PNH3568","Yellow fever virus",NA,"-N/A-","ON022572","10172","-N/A-","03/01/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1047","PNH951","Yellow fever virus",NA,"-N/A-","ON022573","10172","-N/A-","03/28/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1048","PNH968","Yellow fever virus",NA,"-N/A-","ON022574","10172","-N/A-","03/17/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1049","PNH880","Yellow fever virus",NA,"-N/A-","ON022575","10172","-N/A-","03/27/2017","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1050","PNH983","Yellow fever virus",NA,"-N/A-","ON022576","10172","-N/A-","04/04/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1051","PNH4179/1","Yellow fever virus",NA,"-N/A-","ON022577","10172","-N/A-","06/08/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1052","PNH558","Yellow fever virus",NA,"-N/A-","ON022578","10172","-N/A-","02/24/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1053","PNH990","Yellow fever virus",NA,"-N/A-","ON022579","10172","-N/A-","04/01/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1054","PNH987","Yellow fever virus",NA,"-N/A-","ON022580","10172","-N/A-","04/03/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1055","4956","Yellow fever virus",NA,"-N/A-","ON022297","10172","-N/A-","01/18/2018","Unknown","Sapajus","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1056","PNH2754","Yellow fever virus",NA,"-N/A-","ON022601","10172","-N/A-","12/25/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1057","4886/2017","Yellow fever virus",NA,"-N/A-","ON022467","10172","-N/A-","04/24/2017","Monkey","Callithrix","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1058","0929/17 IV","Yellow fever virus",NA,"-N/A-","ON022396","10172","-N/A-","03/23/2017","Monkey","Callithrix penicillata","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1059","PNH946","Yellow fever virus",NA,"-N/A-","ON022704","10172","-N/A-","03/31/2017","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1060","36384","Yellow fever virus",NA,"-N/A-","ON022298","10172","-N/A-","03/23/2018","Human","Homo sapiens","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1061","PNH3278_duplicate","Yellow fever virus",NA,"-N/A-","ON022602","10172","-N/A-","02/09/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1062","2123/2017","Yellow fever virus",NA,"-N/A-","ON022468","9884","-N/A-","03/06/2017","Primate","Non-human primate","Brazil","genomic RNA",9884,0.9884,">90%","South America","Brazil"
"1063","1973/17 IV","Yellow fever virus",NA,"-N/A-","ON022397","10172","-N/A-","11/20/2017","Monkey","Alouatta guariba clamitans","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1064","PNH1258","Yellow fever virus",NA,"-N/A-","ON022705","10172","-N/A-","04/10/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1065","4976","Yellow fever virus",NA,"-N/A-","ON022299","10172","-N/A-","03/12/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1066","PNH2871","Yellow fever virus",NA,"-N/A-","ON022603","10172","-N/A-","01/04/2018","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1067","4878/2017","Yellow fever virus",NA,"-N/A-","ON022469","9884","-N/A-","04/20/2017","Monkey","Callithrix","Brazil","genomic RNA",9884,0.9884,">90%","South America","Brazil"
"1068","PNH2408","Yellow fever virus",NA,"-N/A-","ON022650","10172","-N/A-","11/28/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1069","2635/2018","Yellow fever virus",NA,"-N/A-","ON022515","9884","-N/A-","02/22/2018","Human","Homo sapiens","Brazil","genomic RNA",9884,0.9884,">90%","South America","Brazil"
"1070","0791/2018","Yellow fever virus",NA,"-N/A-","ON022445","10172","-N/A-","01/22/2018","Monkey","Callithrix","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1071","PNH2570","Yellow fever virus",NA,"-N/A-","ON022651","10172","-N/A-","09/06/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1072","0402/2018","Yellow fever virus",NA,"-N/A-","ON022516","10172","-N/A-","01/20/2018","Human","Homo sapiens","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1073","3058/2017","Yellow fever virus",NA,"-N/A-","ON022446","10172","-N/A-","04/03/2017","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1074","PNH2473","Yellow fever virus",NA,"-N/A-","ON022652","10172","-N/A-","11/30/2017","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1075","1868/2018","Yellow fever virus",NA,"-N/A-","ON022517","9884","-N/A-","02/05/2018","Monkey","Callithrix","Brazil","genomic RNA",9884,0.9884,">90%","South America","Brazil"
"1076","3480/2017","Yellow fever virus",NA,"-N/A-","ON022447","10172","-N/A-","04/02/2017","Human","Homo sapiens","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1077","PNH2479","Yellow fever virus",NA,"-N/A-","ON022653","10172","-N/A-","12/04/2017","Primate","Non-human primate","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1078","2069/2017","Yellow fever virus",NA,"-N/A-","ON022518","9884","-N/A-","02/27/2017","Primate","Non-human primate","Brazil","genomic RNA",9884,0.9884,">90%","South America","Brazil"
"1079","1689/17 IV","Yellow fever virus",NA,"-N/A-","ON022398","10172","-N/A-","07/17/2017","Monkey","Alouatta guariba clamitans","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1080","PNH1851","Yellow fever virus",NA,"-N/A-","ON022706","10172","-N/A-","07/27/2017","Monkey","Alouatta","Brazil","genomic RNA",10172,1.0172,">90%","South America","Brazil"
"1081","IAL-1","Yellow fever virus",NA,"-N/A-","ON022300","10122","-N/A-","11/03/2016","Mosquito","mosquito","Brazil","genomic RNA",10122,1.0122,">90%","South America","Brazil"
