"","Strain Name","Virus Species","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","Segment","Protein Name","seq_length","seq_coverage","cov_categories","Continent","Continent_Region"
"883","SA344-18","Rift Valley fever phlebovirus","MH753239","1037","-N/A-","05/21/2018","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",1037,0.0864166666666667,"0-50%","Africa","Southern Africa"
"884","SA344-18","Rift Valley fever phlebovirus","MH753240","1122","-N/A-","05/21/2018","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",1122,0.0935,"0-50%","Africa","Southern Africa"
"885","SA344-18","Rift Valley fever phlebovirus","MH753241","1159","-N/A-","05/21/2018","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",1159,0.0965833333333333,"0-50%","Africa","Southern Africa"
"886","SA344-18","Rift Valley fever phlebovirus","MH753234","181","-N/A-","05/21/2018","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",181,0.0150833333333333,"0-50%","Africa","Southern Africa"
"887","SA344-18","Rift Valley fever phlebovirus","MH753235","1338","-N/A-","05/21/2018","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",1338,0.1115,"0-50%","Africa","Southern Africa"
"888","SA344-18","Rift Valley fever phlebovirus","MH753236","1822","-N/A-","05/21/2018","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",1822,0.151833333333333,"0-50%","Africa","Southern Africa"
"889","SA344-18","Rift Valley fever phlebovirus","MH753233","776","-N/A-","05/21/2018","Human","Homo sapiens","South Africa","genomic RNA","S","nonstructural protein",776,0.0646666666666667,"0-50%","Africa","Southern Africa"
"890","ZH-548","Rift Valley fever phlebovirus","NC_014395*","1690","-N/A-","1977","Human","Homo sapiens","Egypt","genomic RNA","S","non-structural protein, nucleocapsid",1690,0.140833333333333,"0-50%","Africa","Northern Africa"
"891","RVF41125","Rift Valley fever phlebovirus","MH880841","683","-N/A-","2016","Human","Homo sapiens","Mali","genomic RNA","other","nonstructural protein",683,0.0569166666666667,"0-50%","Africa","Western Africa"
"892","RVF41318","Rift Valley fever phlebovirus","MH880842","683","-N/A-","2016","Human","Homo sapiens","Mali","genomic RNA","other","nonstructural protein",683,0.0569166666666667,"0-50%","Africa","Western Africa"
"893","201707025","Rift Valley fever phlebovirus","MG972978","6332","-N/A-","12/07/2017","Human","Homo sapiens","Uganda","genomic RNA","L","polymerase",6332,0.527666666666667,"50-90%","Africa","Eastern Africa"
"894","201707025","Rift Valley fever phlebovirus","MG972979","3817","-N/A-","12/07/2017","Human","Homo sapiens","Uganda","genomic RNA","M","glycoprotein",3817,0.318083333333333,"0-50%","Africa","Eastern Africa"
"895","201707025","Rift Valley fever phlebovirus","MG972980","1581","-N/A-","12/07/2017","Human","Homo sapiens","Uganda","genomic RNA","S","nonstructural protein, nucleocapsid protein",1581,0.13175,"0-50%","Africa","Eastern Africa"
"896","201707023","Rift Valley fever phlebovirus","MG972975","6397","-N/A-","11/16/2017","Human","Homo sapiens","Uganda","genomic RNA","L","polymerase",6397,0.533083333333333,"50-90%","Africa","Eastern Africa"
"897","201707023","Rift Valley fever phlebovirus","MG972976","3879","-N/A-","11/16/2017","Human","Homo sapiens","Uganda","genomic RNA","M","glycoprotein",3879,0.32325,"0-50%","Africa","Eastern Africa"
"898","201707023","Rift Valley fever phlebovirus","MG972977","1686","-N/A-","11/16/2017","Human","Homo sapiens","Uganda","genomic RNA","S","nonstructural protein, nucleocapsid protein",1686,0.1405,"0-50%","Africa","Eastern Africa"
"899","201707024","Rift Valley fever phlebovirus","MG972972","6321","-N/A-","11/21/2017","Human","Homo sapiens","Uganda","genomic RNA","L","polymerase",6321,0.52675,"50-90%","Africa","Eastern Africa"
"900","201707024","Rift Valley fever phlebovirus","MG972973","3852","-N/A-","11/21/2017","Human","Homo sapiens","Uganda","genomic RNA","M","glycoprotein",3852,0.321,"0-50%","Africa","Eastern Africa"
"901","201707024","Rift Valley fever phlebovirus","MG972974","1644","-N/A-","11/21/2017","Human","Homo sapiens","Uganda","genomic RNA","S","nonstructural protein, nucleocapsid protein",1644,0.137,"0-50%","Africa","Eastern Africa"
"902","RV2613-1/RSA/2018","Rift Valley fever phlebovirus","MK134834","6404","-N/A-","05/14/2018","Sheep","ovine","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"903","RV2613-2/RSA/2018","Rift Valley fever phlebovirus","MK134835","6404","-N/A-","05/14/2018","Sheep","ovine","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"904","RV2613-3/RSA/2018","Rift Valley fever phlebovirus","MK134836","6404","-N/A-","05/14/2018","Sheep","ovine","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"905","RV2613-1/RSA/2018","Rift Valley fever phlebovirus","MK134837","3885","-N/A-","05/14/2018","Sheep","ovine","South Africa","genomic RNA","M","NSmGnGc",3885,0.32375,"0-50%","Africa","Southern Africa"
"906","RV2613-2/RSA/2018","Rift Valley fever phlebovirus","MK134838","3885","-N/A-","05/14/2018","Sheep","ovine","South Africa","genomic RNA","M","NSmGnGc",3885,0.32375,"0-50%","Africa","Southern Africa"
"907","RV2613-3/RSA/2018","Rift Valley fever phlebovirus","MK134839","3885","-N/A-","05/14/2018","Sheep","ovine","South Africa","genomic RNA","M","NSmGnGc",3885,0.32375,"0-50%","Africa","Southern Africa"
"908","RV2613-1/RSA/2018","Rift Valley fever phlebovirus","MK134840","1691","-N/A-","05/14/2018","Sheep","ovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"909","RV2613-2/RSA/2018","Rift Valley fever phlebovirus","MK134841","1691","-N/A-","05/14/2018","Sheep","ovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"910","RV2613-3/RSA/2018","Rift Valley fever phlebovirus","MK134842","1691","-N/A-","05/14/2018","Sheep","ovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"911","201601292","Rift Valley fever phlebovirus","MG953419","3841","-N/A-","03/15/2016","Human","Homo sapiens","Uganda","genomic RNA","M","glycoprotein",3841,0.320083333333333,"0-50%","Africa","Eastern Africa"
"912","201601292","Rift Valley fever phlebovirus","MG953425","1675","-N/A-","03/15/2016","Human","Homo sapiens","Uganda","genomic RNA","S","nonstructural protein, nucleocapsid protein",1675,0.139583333333333,"0-50%","Africa","Eastern Africa"
"913","EG/RVFV/Aswan/Abu-simble quarantine/98/2014","Rift Valley fever phlebovirus","MN395695","391","-N/A-","08/2014","Unknown","Camelus dromedarius (Arabian camel)","Egypt","genomic RNA","other","nonstructural protein",391,0.0325833333333333,"0-50%","Africa","Northern Africa"
"914","EG/RVFV/Aswan/Daraw market/117/2014","Rift Valley fever phlebovirus","MN395696","391","-N/A-","08/2014","Unknown","Camelus dromedarius (Arabian camel)","Egypt","genomic RNA","other","nonstructural protein",391,0.0325833333333333,"0-50%","Africa","Northern Africa"
"915","EG/RVFV/Read Sea/Shalatian/348+/2013","Rift Valley fever phlebovirus","MN395697","344","-N/A-","11/2013","Unknown","Camelus dromedarius (Arabian camel)","Egypt","genomic RNA","other","nonstructural protein",344,0.0286666666666667,"0-50%","Africa","Northern Africa"
"916","EGY-Bat-1/20","Rift Valley fever phlebovirus","MW717937","513","-N/A-","12/11/2019","Bat","bat","Egypt","genomic RNA","other","Gn protein",513,0.04275,"0-50%","Africa","Northern Africa"
"917","Egy-Bat-2/20","Rift Valley fever phlebovirus","MW717938","510","-N/A-","12/11/2019","Bat","bat","Egypt","genomic RNA","other","Gn protein",510,0.0425,"0-50%","Africa","Northern Africa"
"918","EGY-Bat-1/20","Rift Valley fever phlebovirus","MW816826","599","-N/A-","12/11/2019","Bat","bat","Egypt","genomic RNA","S","NSs protein",599,0.0499166666666667,"0-50%","Africa","Northern Africa"
"919","Egy-Bat-2/20","Rift Valley fever phlebovirus","MW816827","599","-N/A-","12/11/2019","Bat","bat","Egypt","genomic RNA","S","NSs protein",599,0.0499166666666667,"0-50%","Africa","Northern Africa"
"920","SPU105/10","Rift Valley fever phlebovirus","KY126665","6404","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"921","SA129/10","Rift Valley fever phlebovirus","KY126666","6404","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"922","SPU162/10","Rift Valley fever phlebovirus","KY126667","6404","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"923","SA184/10","Rift Valley fever phlebovirus","KY126668","6404","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"924","SA275/10","Rift Valley fever phlebovirus","KY126669","6404","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"925","SA276/10","Rift Valley fever phlebovirus","KY126670","6404","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"926","SA573/10","Rift Valley fever phlebovirus","KY126671","6404","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"927","SA982/10","Rift Valley fever phlebovirus","KY126672","6404","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"928","SA1094/10","Rift Valley fever phlebovirus","KY126673","6404","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"929","SA1222/10","Rift Valley fever phlebovirus","KY126674","6404","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"930","SA1796/10","Rift Valley fever phlebovirus","KY126675","6404","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"931","SA354/11","Rift Valley fever phlebovirus","KY126676","6404","-N/A-","2011","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"932","SA494/11","Rift Valley fever phlebovirus","KY126677","6404","-N/A-","2011","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"933","SPU77/04","Rift Valley fever phlebovirus","KY126678","6404","-N/A-","2004","Human","Homo sapiens","Namibia","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"934","SPU77/08","Rift Valley fever phlebovirus","KY126679","6404","-N/A-","2008","Bovine","African buffalo","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"935","J40/6","Rift Valley fever phlebovirus","KY126680","6404","-N/A-","2008","Bovine","African buffalo","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"936","SPU142/08","Rift Valley fever phlebovirus","KY126681","6404","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"937","SPU152/08","Rift Valley fever phlebovirus","KY126682","6404","-N/A-","2008","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"938","SPU86/09","Rift Valley fever phlebovirus","KY126683","6404","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"939","SPU404/09","Rift Valley fever phlebovirus","KY126684","6404","-N/A-","2009","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"940","Ar74","Rift Valley fever phlebovirus","KY126685","6404","-N/A-","1955","Mosquito","Aedes circumluteolus","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"941","An1830","Rift Valley fever phlebovirus","KY126686","6404","-N/A-","1956","Sheep","ovine","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"942","Ar12568","Rift Valley fever phlebovirus","KY126687","6404","-N/A-","1971","Mosquito","Eretmapodites quinquevittatus","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"943","Ar20364","Rift Valley fever phlebovirus","KY126688","6404","-N/A-","1981","Mosquito","Culex zombaensis","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"944","SPU52/99/1","Rift Valley fever phlebovirus","KY126689","6404","-N/A-","1999","Bovine","African buffalo","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"945","SPU105/10","Rift Valley fever phlebovirus","KY126690","3885","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"946","SA129/10","Rift Valley fever phlebovirus","KY126691","3885","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"947","SPU162/10","Rift Valley fever phlebovirus","KY126692","3885","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"948","SA184/10","Rift Valley fever phlebovirus","KY126693","3885","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"949","SA275/10","Rift Valley fever phlebovirus","KY126694","3885","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"950","SA276/10","Rift Valley fever phlebovirus","KY126695","3885","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"951","SA573/10","Rift Valley fever phlebovirus","KY126696","3885","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"952","SA982/10","Rift Valley fever phlebovirus","KY126697","3885","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"953","SA1094/10","Rift Valley fever phlebovirus","KY126698","3885","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"954","SA1222/10","Rift Valley fever phlebovirus","KY126699","3885","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"955","SA1796/10","Rift Valley fever phlebovirus","KY126700","3885","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"956","SA354/11","Rift Valley fever phlebovirus","KY126701","3885","-N/A-","2011","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"957","SA494/11","Rift Valley fever phlebovirus","KY126702","3885","-N/A-","2011","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"958","SPU77/04","Rift Valley fever phlebovirus","KY126703","3885","-N/A-","2004","Human","Homo sapiens","Namibia","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"959","SPU77/08","Rift Valley fever phlebovirus","KY126704","3885","-N/A-","2008","Bovine","African buffalo","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"960","J40/6","Rift Valley fever phlebovirus","KY126705","3885","-N/A-","2008","Bovine","African buffalo","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"961","SPU142/08","Rift Valley fever phlebovirus","KY126706","3885","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"962","SPU152/08","Rift Valley fever phlebovirus","KY126707","3885","-N/A-","2008","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
