"","Strain Name","Virus Type","Subtype/Genotype (ViPR)","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","days","date","date2","date4","date5","Continent","Continent_Region"
"1197","UNKNOWN-LP981793","Zika virus","Asian","LP981793","10793","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10793,0.981181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1198","UNKNOWN-LP981794","Zika virus","Asian","LP981794","10675","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10675,0.970454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1199","UNKNOWN-LP981795","Zika virus","Asian","LP981795","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1200","UNKNOWN-LP981797","Zika virus","Asian","LP981797","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1201","UNKNOWN-LP981798","Zika virus","Asian","LP981798","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1202","UNKNOWN-LP981799","Zika virus","Asian","LP981799","10648","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10648,0.968,">90%",NA,NA,NA,NA,NA,NA,NA
"1203","UNKNOWN-LP981800","Zika virus","Asian","LP981800","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1204","UNKNOWN-LP981801","Zika virus","East_African","LP981801","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1205","UNKNOWN-LP981802","Zika virus","East_African","LP981802","10794","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10794,0.981272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1206","UNKNOWN-LP981803","Zika virus","Asian","LP981803","10617","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10617,0.965181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1207","UNKNOWN-LP981868","Zika virus","Asian","LP981868","10773","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10773,0.979363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1208","UNKNOWN-LP918026","Zika virus","Asian","LP918026","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1209","UNKNOWN-LP918027","Zika virus","Asian","LP918027","10648","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10648,0.968,">90%",NA,NA,NA,NA,NA,NA,NA
"1210","UNKNOWN-LP940661","Zika virus","Asian","LP940661","10662","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10662,0.969272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1211","UNKNOWN-LP940662","Zika virus","Asian","LP940662","10648","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10648,0.968,">90%",NA,NA,NA,NA,NA,NA,NA
"1212","UNKNOWN-LP940663","Zika virus","Asian","LP940663","10808","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10808,0.982545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1213","UNKNOWN-LP940664","Zika virus","Asian","LP940664","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1214","UNKNOWN-LP940665","Zika virus","Asian","LP940665","10675","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10675,0.970454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1215","UNKNOWN-LP940666","Zika virus","East_African","LP940666","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1216","UNKNOWN-LP940667","Zika virus","East_African","LP940667","10794","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10794,0.981272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1217","UNKNOWN-LP940668","Zika virus","Asian","LP940668","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1218","UNKNOWN-LP940669","Zika virus","East_African","LP940669","10794","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10794,0.981272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1219","UNKNOWN-LP940670","Zika virus","Asian","LP940670","10662","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10662,0.969272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1220","UNKNOWN-LP940671","Zika virus","Asian","LP940671","10662","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10662,0.969272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1221","UNKNOWN-LP940672","Zika virus","Asian","LP940672","10727","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10727,0.975181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1222","UNKNOWN-LP940673","Zika virus","Asian","LP940673","10374","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10374,0.943090909090909,">90%",NA,NA,NA,NA,NA,NA,NA
"1223","UNKNOWN-LP833784","Zika virus","Asian","LP833784","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1224","UNKNOWN-LP833785","Zika virus","Asian","LP833785","10793","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10793,0.981181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1225","UNKNOWN-LP833786","Zika virus","Asian","LP833786","10675","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10675,0.970454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1226","UNKNOWN-LP833787","Zika virus","Asian","LP833787","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1227","UNKNOWN-LP833788","Zika virus","Asian","LP833788","10808","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10808,0.982545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1228","UNKNOWN-LP833789","Zika virus","Asian","LP833789","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1229","UNKNOWN-LP833790","Zika virus","Asian","LP833790","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1230","UNKNOWN-LP833791","Zika virus","Asian","LP833791","10648","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10648,0.968,">90%",NA,NA,NA,NA,NA,NA,NA
"1231","UNKNOWN-LP833792","Zika virus","Asian","LP833792","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1232","UNKNOWN-LP833793","Zika virus","East_African","LP833793","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1233","UNKNOWN-LP833795","Zika virus","Asian","LP833795","10617","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10617,0.965181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1234","UNKNOWN-LP833854","Zika virus","Asian","LP833854","10773","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10773,0.979363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1235","UNKNOWN-LP833794","Zika virus","East_African","LP833794","10794","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10794,0.981272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1236","UNKNOWN-LP940727","Zika virus","Asian","LP940727","10272","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1237","UNKNOWN-LP940728","Zika virus","Asian","LP940728","10617","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10617,0.965181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1238","UNKNOWN-LP940729","Zika virus","Asian","LP940729","10617","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10617,0.965181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1239","UNKNOWN-LP940730","Zika virus","East_African","LP940730","10766","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10766,0.978727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1240","UNKNOWN-LP940731","Zika virus","Asian","LP940731","10272","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1241","UNKNOWN-LP940732","Zika virus","Asian","LP940732","10272","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1242","UNKNOWN-LP940733","Zika virus","East_African","LP940733","10272","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1243","UNKNOWN-LP940734","Zika virus","East_African","LP940734","10272","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1244","UNKNOWN-LP940735","Zika virus","West_African","LP940735","10272","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1245","UNKNOWN-LP940736","Zika virus","West_African","LP940736","10272","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1246","UNKNOWN-LP940737","Zika virus","East_African","LP940737","10272","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1247","UNKNOWN-LP940738","Zika virus","Asian","LP940738","10272","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1248","UNKNOWN-LP940739","Zika virus","Asian","LP940739","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1249","UNKNOWN-LP940740","Zika virus","Asian","LP940740","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1250","UNKNOWN-LP940741","Zika virus","East_African","LP940741","10755","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10755,0.977727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1251","UNKNOWN-LP940742","Zika virus","East_African","LP940742","10776","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10776,0.979636363636364,">90%",NA,NA,NA,NA,NA,NA,NA
"1252","UNKNOWN-LP940743","Zika virus","East_African","LP940743","10788","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10788,0.980727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1253","UNKNOWN-LP940744","Zika virus","East_African","LP940744","10254","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10254,0.932181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1254","UNKNOWN-LP940745","Zika virus","Asian","LP940745","10793","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10793,0.981181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1255","UNKNOWN-LP836861","Zika virus","Asian","LP836861","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1256","UNKNOWN-LP836862","Zika virus","Asian","LP836862","10793","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10793,0.981181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1257","UNKNOWN-LP836863","Zika virus","Asian","LP836863","10675","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10675,0.970454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1258","UNKNOWN-LP836864","Zika virus","Asian","LP836864","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1259","UNKNOWN-LP836865","Zika virus","Asian","LP836865","10808","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10808,0.982545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1260","UNKNOWN-LP836866","Zika virus","Asian","LP836866","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1261","UNKNOWN-LP836867","Zika virus","Asian","LP836867","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1262","UNKNOWN-LP836868","Zika virus","Asian","LP836868","10648","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10648,0.968,">90%",NA,NA,NA,NA,NA,NA,NA
"1263","UNKNOWN-LP836869","Zika virus","Asian","LP836869","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1264","UNKNOWN-LP836870","Zika virus","East_African","LP836870","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1265","UNKNOWN-LP836871","Zika virus","East_African","LP836871","10794","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10794,0.981272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1266","UNKNOWN-LP836872","Zika virus","Asian","LP836872","10617","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10617,0.965181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1267","UNKNOWN-LP836931","Zika virus","Asian","LP836931","10773","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10773,0.979363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1268","UNKNOWN-LP837155","Zika virus","Asian","LP837155","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1269","UNKNOWN-LP837156","Zika virus","Asian","LP837156","10793","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10793,0.981181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1270","UNKNOWN-LP837157","Zika virus","Asian","LP837157","10675","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10675,0.970454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1271","UNKNOWN-LP837158","Zika virus","Asian","LP837158","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1272","UNKNOWN-LP837159","Zika virus","Asian","LP837159","10808","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10808,0.982545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1273","UNKNOWN-LP837160","Zika virus","Asian","LP837160","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1274","UNKNOWN-LP837161","Zika virus","Asian","LP837161","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1275","UNKNOWN-LP837162","Zika virus","Asian","LP837162","10648","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10648,0.968,">90%",NA,NA,NA,NA,NA,NA,NA
"1276","UNKNOWN-LP837163","Zika virus","Asian","LP837163","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1277","UNKNOWN-LP837164","Zika virus","East_African","LP837164","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1278","UNKNOWN-LP837165","Zika virus","East_African","LP837165","10794","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10794,0.981272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1279","UNKNOWN-LP837166","Zika virus","Asian","LP837166","10617","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10617,0.965181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1280","UNKNOWN-LP837231","Zika virus","Asian","LP837231","10773","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10773,0.979363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1281","UNKNOWN-LP837278","Zika virus","Asian","LP837278","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1282","UNKNOWN-LP837279","Zika virus","Asian","LP837279","10793","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10793,0.981181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1283","UNKNOWN-LP837280","Zika virus","Asian","LP837280","10675","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10675,0.970454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1284","UNKNOWN-LP837281","Zika virus","Asian","LP837281","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1285","UNKNOWN-LP837282","Zika virus","Asian","LP837282","10808","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10808,0.982545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1286","UNKNOWN-LP837283","Zika virus","Asian","LP837283","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1287","UNKNOWN-LP837284","Zika virus","Asian","LP837284","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1288","UNKNOWN-LP837285","Zika virus","Asian","LP837285","10648","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10648,0.968,">90%",NA,NA,NA,NA,NA,NA,NA
"1289","UNKNOWN-LP837286","Zika virus","Asian","LP837286","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1290","UNKNOWN-LP837287","Zika virus","East_African","LP837287","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1291","UNKNOWN-LP837288","Zika virus","East_African","LP837288","10794","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10794,0.981272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1292","UNKNOWN-LP837289","Zika virus","Asian","LP837289","10617","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10617,0.965181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1293","UNKNOWN-LP837348","Zika virus","Asian","LP837348","10773","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10773,0.979363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1294","UNKNOWN-LP981796","Zika virus","Asian","LP981796","10808","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10808,0.982545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1295","UNKNOWN-LQ729863","Zika virus","East_African","LQ729863","10254","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10254,0.932181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1296","ZKV-RIPL-d13","Zika virus","Asian","MH763832","10668","-N/A-",NA,"Human","Homo sapiens","Brazil","genomic RNA",10668,0.969818181818182,">90%",NA,NA,NA,NA,NA,"South America","Brazil"
"1297","ZKV-RIPL-d515","Zika virus","Asian","MH763833","10670","-N/A-",NA,"Human","Homo sapiens","Brazil","genomic RNA",10670,0.97,">90%",NA,NA,NA,NA,NA,"South America","Brazil"
"1298","UNKNOWN-LQ868270","Zika virus","East_African","LQ868270","10254","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10254,0.932181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1299","UNKNOWN-LQ868289","Zika virus","East_African","LQ868289","10254","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned RNA",10254,0.932181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1300","SV0127-14","Zika virus","Asian","MG770187","10758","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10758,0.978,">90%",NA,NA,NA,NA,NA,NA,NA
"1301","SV0127-14","Zika virus","Asian","MG770188","10738","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10738,0.976181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1302","ZIKV/Homo sapiens/PRI/PRVABC59_4/2015","Zika virus","Asian","MH916801","10658","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10658,0.968909090909091,">90%",NA,NA,NA,NA,NA,NA,NA
"1303","ZIKV/Homo sapiens/PRI/PRVABC59_17/2015","Zika virus","Asian","MH916802","10658","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10658,0.968909090909091,">90%",NA,NA,NA,NA,NA,NA,NA
"1304","ZIKV/Homo sapiens/PRI/PRVABC59_1/2015","Zika virus","Asian","MH916803","10644","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10644,0.967636363636364,">90%",NA,NA,NA,NA,NA,NA,NA
"1305","ZIKV/Homo sapiens/PRI/PRVABC59_15/2015","Zika virus","Asian","MH916804","10641","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10641,0.967363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1306","ZIKV/Homo sapiens/PRI/PRVABC59_7/2015","Zika virus","Asian","MH916805","10656","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10656,0.968727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1307","ZIKV/Homo sapiens/PRI/PRVABC59_8/2015","Zika virus","Asian","MH916806","10658","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10658,0.968909090909091,">90%",NA,NA,NA,NA,NA,NA,NA
"1308","UNKNOWN-MA887908","Zika virus","Asian","MA887908","10617","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10617,0.965181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1309","UNKNOWN-MA887910","Zika virus","Asian","MA887910","10773","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10773,0.979363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1310","UNKNOWN-MA887897","Zika virus","Asian","MA887897","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1311","UNKNOWN-MA887898","Zika virus","Asian","MA887898","10793","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10793,0.981181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1312","UNKNOWN-MA887899","Zika virus","Asian","MA887899","10675","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10675,0.970454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1313","UNKNOWN-MA887900","Zika virus","Asian","MA887900","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1314","UNKNOWN-MA887901","Zika virus","Asian","MA887901","10808","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10808,0.982545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1315","UNKNOWN-MA887902","Zika virus","Asian","MA887902","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1316","UNKNOWN-MA887903","Zika virus","Asian","MA887903","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1317","UNKNOWN-MA887904","Zika virus","Asian","MA887904","10648","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10648,0.968,">90%",NA,NA,NA,NA,NA,NA,NA
"1318","UNKNOWN-MA887905","Zika virus","Asian","MA887905","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1319","UNKNOWN-MA887906","Zika virus","East_African","MA887906","10807","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1320","UNKNOWN-MA887907","Zika virus","East_African","MA887907","10794","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10794,0.981272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1321","UNKNOWN-MP204321","Zika virus","Asian","MP204321","10675","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10675,0.970454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1322","UNKNOWN-MP205251","Zika virus","Asian","MP205251","10675","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10675,0.970454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1323","UNKNOWN-MP231725","Zika virus","Asian","MP231725","10675","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10675,0.970454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1324","UNKNOWN-LY589873","Zika virus","Asian","LY589873","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1325","UNKNOWN-LY589874","Zika virus","Asian","LY589874","10793","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10793,0.981181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1326","UNKNOWN-LY589875","Zika virus","Asian","LY589875","10675","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10675,0.970454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1327","UNKNOWN-LY589876","Zika virus","Asian","LY589876","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
"1328","UNKNOWN-LY589877","Zika virus","Asian","LY589877","10808","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10808,0.982545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
